Store Number,Bourbon/Whisky,Brandy,Cocktails/RTD,Cordials & Liqueurs,Delisted & Special Order,Gin,Grain Alcohol,Rum,Temp and Specialty Packages,Tequila,Unknown,Vodka
2106,"532,466","25,398","10,640","509,673","21,377","34,717","7,749","326,923","9,493","137,316",592,"427,895"
2113,"43,528","2,105","1,187","17,316",274,"2,942",78,"25,350","1,091","6,379",,"27,558"
2130,"498,810","107,915","5,742","395,219",615,"35,704","2,623","265,091","4,414","196,374",594,"328,665"
2178,"163,046","28,095","4,199","87,924","1,365","4,080","1,690","87,888","1,594","11,603",,"96,347"
2190,"801,719","649,443","9,402","157,455","162,860","71,843","23,648","109,402","106,357","238,770","19,828","489,473"
2191,"642,119","29,349","2,080","385,515","3,955","30,473","52,457","248,885","33,777","121,144",927,"343,235"
2200,"149,301","4,764","2,395","49,228",,"5,989","5,790","50,533","4,760","25,163",,"48,938"
2228,"157,884","5,346","6,468","66,266",382,"5,051","6,767","37,087","10,464","21,900",,"74,002"
2233,"156,784","6,910","6,688","49,424","1,203","16,345","4,924","51,187","12,377","17,977",171,"94,254"
2238,"46,677","2,027",,"44,197","24,006","6,621",449,"103,999","4,823","26,724","4,185","107,637"
2248,"429,512","66,027","3,548","98,780","46,273","57,269","8,449","38,092","33,370","72,791","2,656","189,369"
2285,"563,231","41,598","3,051","151,243","37,946","111,465","10,536","79,029","11,503","84,730","3,467","296,929"
2327,"26,055","1,115",667,"5,721",,"1,690",13,"4,121","1,207","1,507",,"7,803"
2445,"70,841","4,880","1,542","16,736",,"1,934",205,"13,336",100,"4,011",,"29,390"
2448,"54,396","1,046",566,"27,912",,"3,147",460,"20,843","1,486","5,895",151,"51,035"
2459,"60,799","3,710","1,824","16,614",630,"1,746","1,134","13,508",,"3,808",,"34,063"
2460,,,,,191,,,,,,,
2465,"165,076","17,108","3,055","97,837",,"13,466","9,728","59,362","4,421","40,794",81,"122,030"
2475,"85,299","7,686","1,406","16,336","1,185","5,086","1,099","29,681",403,"4,097",,"26,342"
2478,"147,547","11,952",,"33,933",,"17,551",,"56,343",41,"31,015",,"127,900"
2500,"654,479","37,301","43,238","293,967",612,"72,885","9,844","307,923","11,337","126,625",953,"591,145"
2501,"762,776","47,285","65,729","286,092","4,434","86,267","17,175","317,405","29,269","121,025","1,632","593,759"
2502,"844,620","42,615","109,966","318,728","2,038","71,837","22,867","310,750","63,564","101,413","1,301","767,971"
2505,"374,493","15,623","25,507","214,708",592,"18,273","5,557","124,694","18,735","34,695",606,"200,122"
2506,"720,540","59,091","31,597","310,593","1,209","62,648","18,157","216,521","15,010","99,621",410,"523,395"
2507,"100,226","34,599","4,042","36,872",,"12,087",733,"42,684",876,"13,404",,"99,647"
2508,"392,878","35,805","43,557","189,173","4,139","31,809","6,206","172,290","24,354","65,777","2,358","361,168"
2509,"276,771","32,775","14,317","195,904",,"13,711","4,309","100,649","7,313","28,543",693,"256,258"
2512,"2,127,839","107,834","90,663","1,074,638","27,620","307,612","43,882","627,839","88,201","647,058","4,083","2,097,301"
2513,"352,973","44,266","21,412","117,867","1,644","68,672","4,428","88,468","5,230","53,196",225,"308,654"
2514,"123,110","6,080","12,584","40,058",,"8,969",104,"46,299","5,845","9,065",153,"158,076"
2515,"940,969","41,855","47,969","341,357","24,833","57,668","15,544","330,750","102,668","272,903","2,581","638,378"
2517,"399,710","23,648","27,961","194,685","1,167","33,504","11,796","140,790","22,335","57,508",225,"329,199"
2518,"262,888","10,829","15,385","112,647","1,055","11,424","10,153","74,546","12,003","23,827",391,"135,955"
2521,"475,263","52,083","52,271","284,060","3,954","62,945","7,667","152,710","14,358","217,008","1,776","520,912"
2522,"409,059","17,767","28,123","193,231",50,"52,558","24,410","186,776","8,517","67,511",360,"336,975"
2523,"268,775","7,506","14,153","135,032","1,037","7,483","2,170","109,203","24,727","23,727",499,"133,023"
2524,"650,561","46,525","26,743","311,071","1,475","60,863","7,379","333,697","50,834","136,398",190,"780,379"
2527,"407,496","78,997","35,053","237,692",921,"25,127","10,607","158,764","29,629","112,106","2,020","460,407"
2528,"419,924","199,398","42,631","238,486","1,488","30,368","12,249","195,019","12,652","150,732",684,"474,803"
2529,"175,303","17,232","13,262","58,222",,"12,309",405,"59,196","1,253","11,419",,"183,550"
2532,"242,065","41,923","50,100","141,443",31,"17,923","6,651","108,751","6,143","61,690",370,"289,770"
2535,"370,890","20,119","35,486","122,782",567,"42,886","7,501","105,420","9,670","48,544","1,790","419,337"
2536,"443,520","28,330","38,797","226,315","1,846","29,546","7,617","156,972","30,909","70,077","1,428","405,738"
2538,"468,304","65,506","54,003","241,144","8,168","27,276","19,100","207,130","281,303","92,373","6,278","424,385"
2539,"416,761","16,742","20,853","161,267","3,338","17,810","14,444","171,974","15,025","52,203","1,845","225,379"
2543,"399,482","36,620","23,052","228,362","1,517","22,600","12,567","161,658","11,663","74,826","2,065","247,528"
2544,"777,888","41,219","54,197","324,871","8,459","45,574","13,445","239,421","88,152","138,926","4,827","432,029"
2545,"365,337","25,514","12,353","78,838",900,"52,932","2,609","60,506","13,420","48,388","11,467","259,889"
2548,"609,698","24,933","71,903","296,783",637,"37,338","12,596","233,525","15,170","78,722","3,165","549,240"
2549,"593,484","20,383","37,107","266,220","1,393","35,139","12,681","218,240","42,571","74,593","1,911","417,867"
2550,"137,231","5,876","10,759","51,465",,"5,785","3,740","40,698",440,"19,267",170,"72,969"
2551,"261,891","13,432","13,642","131,416",117,"10,661","5,594","78,596","20,700","23,122",645,"136,377"
2552,"520,598","53,182","35,391","270,427","1,490","30,528","11,028","219,190","24,655","64,421","11,110","499,501"
2553,"288,905","12,183","15,813","108,516",,"16,529","6,007","72,287","6,807","33,046",270,"126,980"
2554,"107,818","10,418","6,995","57,073",,"4,416","2,414","51,772",430,"11,462",,"130,232"
2555,"416,699","20,059","24,056","199,912",723,"23,954","7,894","134,322","15,363","56,066",90,"283,726"
2556,"249,798","17,954","8,801","120,230","1,049","11,947","10,050","155,480","18,543","45,200",471,"171,400"
2558,"466,184","37,380","26,066","195,330","1,859","30,125","11,532","124,013","46,046","40,748",889,"244,608"
2559,"75,959","3,395","5,248","23,207",,"2,902","1,371","26,974","4,233","5,482",,"47,582"
2560,"628,223","31,407","41,867","215,330","4,422","56,579","12,952","207,291","22,350","63,542","2,534","483,114"
2561,"705,809","48,479","54,562","337,644","1,631","62,898","23,037","211,228","46,043","153,390","2,247","675,367"
2562,"207,366","10,457","22,726","90,928",30,"20,117","6,405","116,422","8,498","18,340",324,"171,283"
2564,"14,406","1,232","1,839","14,146",674,"1,063",162,"5,163",,"2,784",,"10,911"
2565,"464,866","30,342","25,933","163,960",651,"47,307","11,243","140,922","10,689","50,311",698,"292,669"
2566,"231,929","11,256","12,817","99,376","2,408","13,239","9,105","93,742","12,688","25,310","1,206","163,832"
2567,"192,305","14,848","24,334","92,543",,"16,436","4,923","108,140","11,622","38,832",314,"204,920"
2568,"87,780","21,863","4,059","32,127",,"13,426","2,673","36,094",639,"10,610",,"124,956"
2569,"186,289","12,978","24,038","74,670",,"26,242","3,035","76,044","4,151","22,975","1,240","197,642"
2571,"542,527","136,832","11,445","289,749","2,491","43,413","4,943","217,982","30,983","155,746","1,927","526,715"
2572,"719,529","44,565","56,408","262,429","4,024","57,008","9,845","260,348","49,645","91,404","6,110","576,327"
2573,"607,027","30,201","43,834","336,848",963,"44,806","10,576","267,406","64,305","116,287","1,601","459,239"
2575,"127,538","4,237","13,893","47,333",,"17,045",648,"68,411","2,382","13,917",,"150,791"
2576,"388,281","25,682","33,177","130,881","1,388","31,648","4,310","194,005","24,605","53,653",194,"212,328"
2578,"287,788","33,045","22,191","166,953","2,319","16,737","6,496","128,484","13,717","53,897",,"204,557"
2579,"204,319","10,880","8,425","78,460",14,"18,092","1,332","51,809","5,705","22,619",,"124,358"
2582,"295,412","24,831","36,708","192,250","1,117","21,850","4,241","118,608","12,089","37,737",930,"287,566"
2584,"204,108","10,400","7,375","64,659",90,"9,593","3,685","53,514","6,327","20,199",,"113,596"
2585,"460,018","19,996","21,755","167,805","2,596","17,428","15,520","182,457","21,526","25,172",180,"232,448"
2587,"453,207","29,469","40,920","139,377","2,433","44,769","7,617","152,132","6,817","55,919",699,"373,352"
2588,"501,546","22,862","42,658","141,021","2,594","73,483","7,140","105,307","37,356","64,369","2,100","472,826"
2590,"661,775","41,642","39,942","269,484","2,705","70,823","9,072","248,612","75,673","95,346","2,917","660,314"
2591,"407,546","14,819","15,605","164,051","1,466","22,460","6,301","106,295","14,465","54,622","1,278","167,567"
2592,"75,439","3,303","7,767","19,445",674,"7,780",250,"20,673","1,164","4,337",342,"67,394"
2593,"953,431","39,120","27,982","263,059",916,"38,724","49,853","522,449","14,887","79,779","1,831","476,271"
2594,"460,206","24,021","37,879","264,319",981,"34,270","9,054","202,824","19,202","126,314","1,627","345,176"
2595,"524,143","34,663","20,946","205,052","1,740","16,076","16,807","211,349","15,411","90,538",757,"198,295"
2596,"125,719","6,723","8,706","44,448",53,"6,982","2,754","46,051","4,382","11,457",153,"109,468"
2597,"115,215","6,007","11,967","36,761",,"6,293","5,682","40,714","2,178","14,145",,"70,331"
2600,"96,960","6,890","8,575","38,697",75,"11,314","1,177","32,231","2,799","7,014",135,"77,009"
2601,"358,135","21,479","14,474","121,918","1,696","29,488","7,905","98,626","6,962","53,713",27,"206,234"
2602,"244,058","42,018","14,594","150,207","1,235","12,885","4,765","92,474","14,735","53,708","1,555","144,881"
2603,"870,951","37,177","44,300","379,232","2,496","92,878","18,946","266,095","41,091","181,239","2,880","775,329"
2604,"351,215","21,904","20,014","142,096",720,"14,625","4,799","125,140","13,068","68,185",37,"166,237"
2605,"474,442","34,175","27,999","165,185",328,"25,324","9,610","127,953","8,030","42,367","2,258","408,198"
2606,"370,408","21,572","12,266","142,892",202,"10,448","3,908","179,915","5,684","57,480",312,"249,970"
2607,"343,558","8,164","18,513","142,480",588,"17,637","2,442","114,833","8,305","82,125",208,"156,633"
2609,"35,862","1,061","2,058","15,622",514,"3,387",219,"4,375",711,"1,283",554,"19,064"
2611,"218,618","20,411","7,089","90,985","2,096","14,801","7,065","66,756","6,812","32,292","1,755","133,354"
2612,"118,954","5,424","12,037","54,993",19,"6,698","3,324","52,967","14,995","26,851",,"115,508"
2613,"501,803","26,631","35,747","290,245","1,854","28,028","12,187","151,580","28,553","169,082","1,512","335,424"
2614,"1,138,815","61,081","66,072","314,422","15,058","95,242","11,996","278,072","86,412","170,920","5,302","803,381"
2616,"567,171","64,990","44,949","480,274",315,"42,789","19,140","332,176","21,141","232,668","2,973","592,213"
2618,"171,360","10,270","21,433","53,603","1,348","17,591",324,"66,394","3,286","15,941",45,"205,565"
2619,"1,096,018","48,450","114,184","359,004","5,668","123,562","15,254","321,419","122,410","161,431","4,284","1,029,427"
2620,"449,283","36,040","42,929","207,355","3,582","64,835","10,718","150,509","30,621","70,689","1,320","493,544"
2621,"554,722","36,939","29,332","351,558",,"27,759","6,672","211,020","5,450","114,019",643,"412,546"
2622,"441,791","32,113","22,520","148,898","5,000","89,475","6,676","114,506","24,920","68,511",306,"413,952"
2623,"585,689","42,661","39,633","363,989","3,797","57,382","15,788","208,754","6,191","157,054",765,"431,814"
2624,"516,829","42,156","47,213","210,043","1,255","40,169","21,172","197,764","48,352","81,185","2,355","565,293"
2625,"1,292,684","55,776","17,506","857,103","10,726","82,292","31,782","440,277","49,592","394,997","6,399","796,670"
2626,"429,487","68,449","16,107","213,578",118,"49,528","5,369","106,085","9,053","94,649","2,979","517,794"
2627,"214,088","260,831","19,093","120,006",105,"28,150","6,867","94,328","31,623","67,640","1,073","362,701"
2628,"97,172","3,684","7,779","31,794",95,"7,031","1,209","41,093","3,824","4,862",135,"62,661"
2629,"849,231","30,184","49,953","476,732","9,344","66,444","23,534","265,179","43,250","243,775","3,724","529,011"
2630,"122,642","3,704","10,713","41,904",913,"10,308","1,523","40,706","4,635","9,940",90,"161,834"
2633,"4,706,108","238,976","30,519","3,069,468","113,370","473,687","171,045","1,721,615","108,327","2,548,381","6,833","4,287,357"
2635,"660,159","28,151","48,219","241,747","1,724","75,793","18,218","194,475","21,949","108,036","2,777","581,215"
2636,"342,988","38,205","8,848","254,168",720,"24,814","2,660","94,244","15,831","73,067","1,128","246,262"
2637,"373,189","29,230","36,549","197,686",438,"28,751","11,587","184,483","31,085","71,421","1,322","401,709"
2641,"125,775","10,275","10,375","106,445",,"5,710",833,"50,872","3,433","24,704",891,"135,749"
2642,"382,210","11,597","28,451","141,273","3,629","24,656","9,288","120,434","25,355","78,052",552,"235,911"
2643,"367,991","52,698","20,104","112,510","2,704","37,171","7,720","132,704","26,210","71,786","2,747","274,134"
2644,"644,121","41,568","26,001","416,376","2,220","43,018","6,932","338,734","21,812","210,145",803,"447,837"
2647,"807,041","35,021","51,002","288,197","9,462","74,049","10,805","269,358","70,044","131,583","2,868","623,644"
2648,"956,814","44,373","78,063","298,238","8,045","110,579","14,221","249,558","83,246","143,537","5,764","871,451"
2649,"288,282","31,529","21,998","123,570",802,"29,741","5,365","149,546","21,846","38,052",,"382,275"
2650,"394,487","8,618","12,727","146,166",85,"15,193","3,859","172,406","6,467","41,855",363,"212,475"
2651,"609,232","31,549","32,398","231,449","4,555","39,772","13,804","213,773","27,680","75,774","3,873","366,025"
2652,"278,532","16,925","23,187","136,165","2,511","15,274","2,215","88,275","9,692","40,358",150,"191,362"
2653,"284,637","9,826","10,701","116,652","1,947","22,300","2,453","75,016","57,708","36,362","1,735","170,217"
2655,"106,623","1,553","10,012","32,471",,"4,715","3,650","37,091","4,387","8,678",,"78,416"
2656,"108,486","3,002","5,214","23,691",558,"3,269","1,905","18,410","8,637","7,368",14,"36,069"
2657,"54,404","1,555","2,566","10,918",,605,81,"19,400",,"2,352",,"17,203"
2658,"47,819","1,475","4,142","14,857",,"1,006","1,390","10,296",710,"2,308",,"25,478"
2660,"152,584","6,357","5,574","59,465",,"5,766",533,"60,711",948,"12,699",54,"72,864"
2661,"269,952","21,782","11,970","108,679",944,"13,298","3,252","108,686","8,278","24,538",784,"115,396"
2662,"377,241","20,787","11,838","207,901","2,513","25,526","2,975","200,109","24,192","72,802",675,"374,016"
2663,"1,632,627","64,487","63,398","392,608","21,870","136,238","19,042","345,753","53,646","203,937","3,822","904,213"
2665,"1,035,687","34,638","93,731","357,842","12,468","91,363","24,046","304,106","114,421","162,591","1,094","1,098,993"
2666,"906,720","47,777","72,095","327,883","17,067","69,174","19,736","283,239","72,933","222,928","4,017","717,713"
2667,"51,212","7,163","4,668","33,806",,"4,766",,"18,338",619,"5,583",,"61,128"
2668,"37,366","1,132","1,597","19,328",,"1,107",230,"8,762","1,062","3,113",,"16,454"
2669,"53,424","1,898","3,915","21,823",331,"1,961","1,276","18,655","7,124","3,644",,"28,626"
2670,"1,346,467","111,566","68,244","612,198","12,492","176,015","17,796","368,765","35,365","435,715","25,412","991,477"
2671,"166,421","5,949","15,913","68,484",424,"11,719","3,754","89,960","13,571","15,707",585,"114,023"
2672,"148,687","5,150","22,623","66,059",128,"10,107","3,817","64,334","18,617","24,010",17,"122,569"
2673,"348,889","23,296","17,165","121,205","8,968","50,112","5,669","72,982","31,728","67,585","1,530","341,971"
2674,"11,652",922,182,"8,338",405,339,283,"6,552",781,"2,458",,"9,144"
2675,"406,911","10,179","18,640","94,236","3,645","30,914","6,681","61,931","20,875","45,707","2,116","203,364"
2676,"6,035",270,157,"4,983",,181,,"2,254",561,"1,069",126,"3,315"
2677,"6,388",210,201,"7,143",,,,"1,358",,251,,"5,028"
2678,"34,095","4,571","2,160","14,909",,"4,595",305,"11,814",609,"7,042",350,"23,729"
2679,"37,208","3,359","5,818","13,277",,"4,808",696,"9,247",903,"6,582",171,"24,301"
2680,"24,298","1,729","1,538","6,362",287,"3,307",36,"5,850",605,"3,989",,"19,195"
2681,"2,280",121,,"2,182",,69,,"1,115",,137,,957
2684,"15,261",576,"1,183","4,585",,"1,344",162,"3,773",387,"2,372",189,"9,250"
2685,"15,425",311,"5,129","2,912",,612,162,"5,897",149,920,,"9,054"
2806,"138,562","15,500","17,666","86,652",,"15,227","2,363","74,910","12,276","22,380",,"160,986"
2835,"44,313","3,703","1,263","9,176",,"8,723",,"9,852",,"4,062",,"35,761"
2836,"6,651","1,591",72,498,,"2,240",,"3,291",50,"1,164",,"4,819"
2837,"38,549","6,188","1,581","5,110",,"3,640",,"9,405","2,225","4,862",,"34,279"
2838,"11,540",341,534,"2,537",,"1,315",,"4,632",,423,,"18,481"
2839,"7,009","2,433",315,"1,974",,"2,233",,"3,037",,"2,158",,"13,658"
2840,"27,475","1,100","1,896","5,528",,"5,198",,"10,378",,"1,105",,"72,193"
2841,"40,109","4,751","1,441","4,553",,"7,539",,"7,298",,"6,180",,"49,939"
2843,"28,492","1,584",869,"9,233",,"4,438",,"12,718",158,"1,567",,"30,342"
2844,"28,349","4,047","1,386","7,427",,"4,817",286,"6,930",,"2,789",,"32,385"
2845,"8,171",761,79,"1,253",,644,113,"2,914",149,"1,141",,"11,525"
2846,"18,975","4,637",638,"2,381",,"3,408",,"5,468",,"1,956",,"17,174"
2847,"10,869","1,825","2,073","1,369",,"1,943",83,"3,482",,"2,225",,"13,031"
2848,"17,324",565,809,"3,758",,"1,291",,"4,015",,739,,"18,460"
2849,"8,735","2,629",335,"1,449",,151,48,"3,631",,973,,"7,755"
2850,"14,964","5,266",339,"3,769",,"2,768",,"6,744",,"1,875",,"18,662"
2851,"22,337","1,591","1,262","8,669",,"3,673",,"9,013",,"3,269",,"18,923"
2852,"45,602","7,094",113,"15,206",,"4,600",,"12,904",,"6,012",,"59,793"
2853,"13,295","1,961","1,244","4,464",,"1,946",,"9,975",,"1,099",,"31,261"
2854,"18,173",286,650,"3,457",,"2,332",,"3,619",,"1,375",,"17,124"
3013,"78,758","1,645","3,003","24,044",,"3,668","1,080","18,332",702,"3,647",,"42,941"
3041,"38,843","3,901","3,005","10,937",,399,554,"13,175",,"5,149",,"26,818"
3045,"65,218","3,253","4,615","20,464",156,"1,362",567,"23,511","1,034","5,791",,"26,851"
3054,"62,872","2,919","3,300","17,487",,"14,032",835,"10,223",249,"7,351",38,"30,047"
3056,"35,374","1,785","8,229","12,991",,"2,061",584,"18,219",225,"3,700",,"26,198"
3065,"56,538","3,658","3,106","14,246",,"1,916",244,"19,480",186,"2,593",,"28,397"
3354,"1,151,416","132,113","87,987","567,355","185,879","122,876","152,284","377,542","5,737","447,431","12,061","691,592"
3385,"1,670,311","92,231","122,972","922,784","242,597","165,148","185,958","519,598","4,104","409,376","12,061","919,048"
3390,"482,878","21,731","20,299","278,241",232,"43,862","3,016","284,219","4,843","109,149",,"419,502"
3393,"4,640",283,,"2,828",,18,41,"2,780",,428,,"2,281"
3403,"66,505","21,808","3,072","20,705",264,681,"1,358","28,790",295,"10,483",,"27,421"
3417,"158,540","10,361","11,986","55,510",,"4,512","2,247","49,941","9,265","8,663",180,"89,031"
3420,"1,589,949","168,797","105,538","531,618","200,724","167,255","150,654","375,745","6,929","438,563","24,123","807,362"
3443,"210,049","16,967","26,241","139,587",,"18,401","3,509","96,939","37,942","34,351",225,"197,493"
3447,"1,152,427","104,929","65,645","492,551","174,073","77,010","68,438","289,271","10,738","227,865","6,031","391,251"
3456,"322,360","14,515","9,368","218,470",17,"24,233","2,732","143,949","1,507","48,401",41,"276,772"
3461,"107,716","3,187","5,463","34,313",,"2,276",431,"31,233","2,537","39,988",,"48,535"
3465,"68,380","2,806","13,111","23,056",,"7,186",585,"26,463",177,"16,340",,"60,302"
3477,"870,504","63,497","79,779","497,638","149,472","59,229","80,486","244,687","3,840","209,890","12,061","310,373"
3484,"34,579","2,758","1,037","11,834",,856,81,"10,846",23,394,,"11,371"
3488,"122,979","8,312","4,458","64,856",,"7,178",486,"63,155",,"10,562",,"74,713"
3494,"1,037,494","91,025","60,213","450,480","168,544","94,059","274,470","307,300","6,457","246,717",,"456,659"
3514,"162,015","17,998","3,090","98,773",302,"8,076",776,"83,108","8,917","29,369",50,"81,383"
3521,"224,710","40,435",,"88,953",,"25,299",,"69,815","20,240","57,891",,"127,080"
3524,"1,011,579","76,776","60,825","329,773","173,825","92,594","73,035","297,454","3,992","219,914",,"476,974"
3525,"288,188","30,667","5,392","230,132","6,932","14,771","34,782","120,309","23,855","45,914","2,979","143,384"
3528,"97,028","2,952","9,740","34,018",,"7,599",950,"32,990",711,"10,355",,"68,488"
3540,"114,614","4,717","13,343","33,523",,"10,802",720,"33,954","4,797","19,871",648,"94,198"
3542,"54,655","3,880",229,"28,935",,"2,485",461,"28,057",,"5,642",,"40,961"
3549,"279,770","27,235","5,678","146,632","1,023","10,710","6,462","72,842","50,592","26,207",116,"139,042"
3562,"253,092","23,587","26,073","123,211",,"20,640","7,135","131,390","29,829","39,008",170,"240,202"
3563,"196,414","9,746","20,747","89,170",,"9,759","3,548","93,043","21,424","20,005",,"145,458"
3565,"99,841","23,570","2,970","16,842",,"27,253",630,"20,022","2,575","14,929",,"60,581"
3582,"2,461",172,,690,,,,522,,234,,539
3584,"30,815","1,571",292,"14,434",,622,197,"7,579",,"3,303",,"9,501"
3592,"262,624","23,983","29,500","127,816",,"15,854","5,806","128,323","22,111","38,471",,"206,681"
3606,"10,261",162,305,"5,223",,196,22,"12,425","1,305",729,,"10,265"
3611,"46,598","1,442","3,585","14,024",,"1,532",324,"19,586","1,759","2,651",,"27,866"
3612,"157,706","12,469","4,630","100,221",,"6,572",869,"73,373","5,100","14,239",27,"93,646"
3618,"199,527","12,790","37,785","102,399",,"12,810","5,101","135,720","18,239","27,687",,"236,986"
3622,"217,850","8,969","22,346","84,070",,"19,539","3,074","112,349","25,807","27,845",,"220,546"
3624,"103,204","6,566","5,585","33,308",,"2,918","1,296","41,203","12,192","6,960",,"79,120"
3625,"231,593","18,169","23,329","102,346",,"13,599","4,046","115,894","27,549","33,984",,"251,567"
3626,"245,877","7,216","13,092","74,746",,"8,079","3,150","88,455","14,244","17,052",,"140,477"
3628,"186,389","10,027","28,756","89,522",,"11,202","4,200","108,717","16,196","26,475",,"212,364"
3629,"225,346","13,929","54,940","123,491",,"10,983","7,158","119,942","18,954","37,447",,"205,246"
3632,"190,215","22,906","24,433","78,325",,"12,720","4,926","102,041","10,837","28,159",170,"173,216"
3635,"19,079","1,040",370,"5,108",57,"3,064",81,"5,276",,"1,864",,"9,399"
3644,"296,022","28,423","34,731","130,176",,"16,922","6,995","134,889","40,664","48,248",170,"284,073"
3645,"117,624","19,895","11,743","46,596",,"6,397","2,636","58,578","16,427","28,536",339,"139,630"
3647,"156,282","14,523","23,076","77,515",,"8,208","4,317","102,702","15,803","22,440",,"187,497"
3648,"17,121",225,809,"8,516",45,"2,411",324,"7,047",94,822,,"15,826"
3650,"183,697","8,228","4,428","62,235","1,929","7,317","1,410","52,761","9,597","15,721",204,"60,965"
3651,"119,201","2,944","4,714","41,813",,"4,653",810,"53,018","26,920","14,052",,"88,011"
3652,"16,369",,,"6,316",,32,,"4,384",99,"1,072",,"2,216"
3654,"43,944",231,99,"17,116",,"1,156",162,"19,002",517,"4,086",27,"26,826"
3656,"118,697","4,761","14,166","34,752",,"12,932",925,"37,544","1,770","16,816",810,"109,287"
3660,"102,149","2,540","5,267","39,354",,"3,826","1,130","49,112","16,929","10,284",,"81,518"
3663,"131,859","16,008","16,865","63,489",,"10,277","2,264","72,776","17,385","24,405",,"141,539"
3664,"84,721","14,493","10,549","32,615",75,"6,746","1,437","42,194","5,555","15,121",18,"65,512"
3666,"190,333","8,774","22,394","66,214",,"14,969",925,"64,378","1,319","25,152",810,"163,143"
3670,"228,365","17,557","32,931","96,058",,"23,262","6,776","114,738","53,289","34,882",339,"278,593"
3676,"25,720","2,206","1,007","5,052",,884,108,"5,755","1,055",496,,"15,876"
3677,"5,587",69,,"1,609",,,216,"2,354",,185,,"1,194"
3678,"72,821","22,421",435,"34,358","1,803","1,999",393,"16,448","5,017","13,828",720,"34,206"
3679,"62,773","5,787","1,195","28,581",,"2,810",674,"31,782","8,354","4,032",,"36,349"
3682,"100,446","3,790",315,"23,570","1,788","1,971",365,"50,483",735,"6,646",,"40,109"
3688,"15,772","1,218",734,"9,564",,92,536,"10,644",,"1,334",,"7,862"
3690,"68,636","3,877","12,539","22,581",,"7,770",565,"25,396","3,375","10,183",338,"58,714"
3691,"162,412","5,924","18,430","50,145",,"13,954","2,513","48,075","6,079","26,354",405,"148,117"
3695,"71,793","5,221","1,317","39,209",,"2,302",770,"36,447","1,440","3,250",,"31,650"
3696,"88,981","22,989","6,376","47,112",,"3,527","1,511","37,937","25,825","28,879",,"83,614"
3698,"98,737","10,818",599,"23,525","12,177","8,008","1,248","9,751","12,470","13,717",893,"41,627"
3704,"188,430","10,118","1,740","78,820",,"7,638","4,302","70,332",530,"18,817",,"72,528"
3705,"111,007","9,166","5,780","70,115",90,"4,449",733,"53,517","4,952","14,019","1,188","32,863"
3707,"159,939","8,818","16,999","48,211",,"18,093",900,"52,458","3,349","25,231",648,"138,625"
3710,"16,934","9,899",,,,,,"24,576",,518,,392
3712,"108,206","4,403","1,217","37,805","1,104","2,005",234,"34,211","5,579","11,194",549,"52,528"
3713,"169,471","7,701","12,949","70,517",,"7,087","3,074","78,717","19,340","17,196",,"140,488"
3715,"35,088","104,202","1,076","24,545",182,"4,610",54,"16,553","1,171","22,206",,"70,816"
3717,"46,603","4,487","1,890","18,093",,"1,263",176,"28,665",185,"2,558",,"24,429"
3719,"149,538","10,645","13,634","57,549",,"10,259","1,608","66,945","19,533","20,856",,"102,558"
3721,"238,518","23,218","24,447","107,835",,"24,249","4,044","111,288","20,353","27,346",170,"205,223"
3722,"178,482","17,568","14,699","81,596",,"9,379","2,912","87,778","26,905","20,979",,"152,245"
3723,"131,917","9,978","6,845","61,712","1,023","6,447","1,780","61,354","5,951","23,988",407,"74,841"
3726,"111,789","8,290","13,027","52,916",,"6,486","2,588","61,871","37,712","13,499",,"94,330"
3728,"41,860","1,067",373,"49,971",,453,122,"15,387",,"6,462",,"40,759"
3731,"177,148","19,329","40,458","109,309",,"22,876","7,416","106,229","36,598","35,041",,"224,560"
3732,"121,416","6,744","10,347","36,634",179,"9,152","2,491","72,994","10,567","11,007","1,071","133,508"
3735,"49,361","1,868","1,085","23,063",,"2,192",464,"14,353",,"5,491",,"23,770"
3738,"30,789","3,764",280,"15,262",,"2,853",,"13,092",248,"2,129",,"48,929"
3740,"80,058","38,208","1,585","76,068",,"7,370",,"27,339",40,"41,676",,"69,388"
3742,"98,549","4,196","6,457","34,470",,"2,810","1,458","50,604","7,839","12,752",,"78,721"
3744,"162,836","7,425","5,341","42,554",,"4,334","1,620","41,726","1,700","4,956",38,"81,636"
3749,"129,364","6,598","7,795","36,682",,"4,579","1,827","46,548","12,041","12,378",,"81,997"
3756,"104,481","1,704","2,613","22,374",888,"1,802",716,"40,742","2,089","3,528",45,"36,333"
3757,"286,646","30,955","35,203","122,481",,"21,449","4,565","116,471","18,528","51,770",,"222,729"
3762,"75,231","5,550",334,"52,774",888,"7,771","1,398","22,517",45,"18,529",75,"68,475"
3763,"61,212","2,930",861,"27,194",,381,365,"17,812",,"9,043",,"27,297"
3769,"230,063","10,716","26,135","105,199",,"15,548","4,808","133,151","22,480","33,787",,"247,956"
3772,"7,640","35,865",,"4,121",,"1,457",162,"1,530",,"3,897",,"7,785"
3773,"1,464,305","45,150","5,936","856,038","65,283","141,544","115,443","501,768","40,488","379,889","8,815","984,120"
3774,"41,549","11,084","2,528","14,025",,"3,689",594,"15,640",612,"1,742",,"65,042"
3776,"160,321","13,532","29,315","87,345",,"10,064","6,923","101,811","21,693","29,202",,"177,119"
